feature	SID0002_gti	SID0004_cle	SID0005_aaf	SID0006_evh	SID0008_kcu	SID0009_rhg	SID0011_vkb	SID0012_qdz	SID0013_eop	SID0014_cps	SID0017_mqf	SID0018_fze	SID0020_jhi	SID1003_aac	SID1005_aae	SID1006_aaf	SID1009_aai	SID1011_aak	SID1012_aal	SID1014_aan	SID1015_aao	SID1019_aas	SID1022_aav	SID1030_bad	SID1035_bai	SID1037_bak	SID1040_ban	SID1041_bao	SID1048_bav	SID1049_baw	SID1050_bax	SID1052_baz	SID1053_bba	SID1054_bbb	SID5012_fio	SID5016_ish	SID5039_iqx	SID5049_uhx	SID5161_prh	SID5208_byt	SID5338_ihq	SID5355_yse	SID5362_xgk	SID5376_qdo	SID5390_yff	SID5391_rvn	SID5395_kej	SID5397_okf	SID5401_alw	SID5442_twn	SID5443_cul	SID5445_vub	SID5447_cka	SID5450_zsn	SID5458_vgp	SID5460_gix	SID5464_cib	SID5468_vbl	SID5473_irg	SID5486_yds	SID5488_wmq	SID5489_bgj	SID5490_ggo	SID5495_pls	SID5501_aaq	SID5561_vwa	SID5564_meq	SID5566_wwo	SID5570_qby	SID5571_lgi	SID5572_xty	SID5574_yeb	SID5577_ytn	SID5578_fjg	SID5579_bce	SID5581_yad	SID5584_vix	SID5625_bnh	SID5627_irb	SID5629_hiu	SID5630_kod	SID5631_soh	SID5634_lel	SID5636_prt	SID5639_uuc	SID5640_ijm
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.000306264	0.000248166	0.00033348	0.000301415	0.000213767	0.000331021	0.000310471	0.000244702	0.000138493	0.000227918	0.000292775	0.000237833	0.000268052	0.00023975	0.000259575	0.000108738	0.000301571	0.000293452	8.36556e-05	0.000161652	0.000225668	0.000354867	0.000213444	0.000213067	0.000216295	0.000292389	0.0002881	0.000351801	0.00021166	0.000282347	0.00038733	0.000362109	0.000298159	0.000358537	0.000214985	0.000291233	0.000148066	0.000179723	0.000206542	0.000233064	0.000180183	0.000233562	0.000310496	0.000260967	0.000172297	0.00024538	0.000286309	0.000260449	0.000223945	0.000198733	0.000272423	0.000141616	0.000135009	0.000222525	0.000187854	0.000251158	0.000219916	0.000232509	0.000227358	0.000187025	0.000215886	0.000214493	0.000276271	0.000215663	0.000189222	0.000221328	0.000336028	0.000229409	0.00025353	0.000244744	0.000205242	0.000299722	0.000284641	0.000224354	0.0002602	0.000113033	0.000225092	0.000230697	0.000233445	0.00028123	0.0001971	0.000276718	0.00026393	0.000298957	0.000235657	0.000237684
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.000303187	0.00026898	0.000383195	0.00029326	0.00030951	0.00030722	0.000290287	0.000262437	0.000150768	0.000202773	0.000408789	0.000318217	0.000268489	0.000229136	0.000191828	0.000118036	0.000420256	0.000358396	0.000120052	0.000204753	0.000268204	0.000289641	0.000184629	0.000171058	0.000189574	0.000260101	0.000240976	0.000309207	0.000225402	0.000314027	0.000460863	0.000225881	0.000364743	0.000373134	0.000243005	0.000289198	0.000208014	0.000172613	0.000206528	0.000290085	0.000116815	0.000280624	0.000312278	0.000307657	0.000252131	0.000332086	0.000203942	0.000296606	0.000259246	0.000208304	0.000283837	0.000119814	0.000219339	0.000260395	0.000215655	0.000266266	0.000167288	0.000210089	0.000275031	0.000245704	0.000252324	0.00018384	0.00024712	0.000244153	0.000205845	0.000180318	0.000371245	0.000249486	0.000276881	0.000254383	0.00021494	0.000303829	0.000324403	0.000253432	0.000294872	7.58794e-05	0.000291273	0.000312885	0.000226558	0.000300787	0.000221912	0.000450275	0.000286104	0.000309697	0.000312351	0.000202638
PWY-5667: CDP-diacylglycerol biosynthesis I	0.000303187	0.00026898	0.000383163	0.000291848	0.00030951	0.00030722	0.000290287	0.000262437	0.000150736	0.000202773	0.000408789	0.000318217	0.000268327	0.000229136	0.000191828	0.000118036	0.000420256	0.000358396	0.000120052	0.000204753	0.000268204	0.000289641	0.000184629	0.000171058	0.000189574	0.000260101	0.000240976	0.000309207	0.000225402	0.000314027	0.000460863	0.000224597	0.000364743	0.000373134	0.000243005	0.000289198	0.000208014	0.000172613	0.000206528	0.000290085	0.000115621	0.000280624	0.000312278	0.000307657	0.000252131	0.000332086	0.000203942	0.000296606	0.000259246	0.000208304	0.000283678	0.000119814	0.000219339	0.000260395	0.000215655	0.000266266	0.000167288	0.0002093	0.000275031	0.000245704	0.000252324	0.00018384	0.00024712	0.000244153	0.000205845	0.000180318	0.000371245	0.000249486	0.000276881	0.000254053	0.00021494	0.000303829	0.000324136	0.000253432	0.000294872	7.58794e-05	0.000291273	0.000312885	0.000226558	0.000300787	0.000221723	0.000450275	0.000286104	0.000309697	0.000312351	0.000202638
PWY-6700: queuosine biosynthesis	0.000301754	0.000309943	0.000357647	0.000310917	0.00024685	0.000345278	0.000240469	0.000317922	0.000125234	0.000148885	0.000204689	0.000183971	0.00027806	0.000281064	0.000288195	8.1213e-05	0.000419503	0.000377273	0.000135904	0.00021071	0.000259624	0.000242568	0.000179633	0.000297083	0.000180172	0.000426774	0.000292176	0.000466452	0.00021532	0.000350223	0.000394221	0.0004962	0.000345298	0.000374042	0.000251162	0.000295593	0.000224917	0.000220326	0.000193468	0.000308725	7.60117e-05	0.000238817	0.000316323	0.00026349	0.000136025	0.0004152	0.00018833	0.000288899	0.000313036	0.000204572	0.000228385	0.000154324	0.000287142	0.000232899	0.000176545	0.000179038	0.000170326	0.00023518	0.00029249	0.000276457	0.000227481	0.000264803	0.000251233	0.000235304	0.000227591	0.000224289	0.000430761	0.000264042	0.000213197	0.000195082	0.000218247	0.000379042	0.000248513	0.00029299	0.000318813	0.000100573	0.000295387	0.000317878	0.000184576	0.000284832	0.000174346	0.00032778	0.000311271	0.000372812	0.000314281	0.000185158
PWY-5973: cis-vaccenate biosynthesis	0.000298658	0.00030487	0.000164593	0.000312253	0.000159098	0.000318583	6.99349e-05	0.000189896	1.60072e-05	0.000211715	0.000202318	0.000236523	0.000226719	0.000123797	0.000198039	4.19894e-05	8.79218e-05	0.000289378	5.5123e-05	8.6039e-05	0.000237112	0.00011766	0.000141758	0.000173537	0.000147467	0.000211728	0.000247986	0.000436583	0.000209064	0.000313562	0.000177183	0.000393109	0.000310688	0.00036613	0.000136469	0.000284192	5.81135e-05	0.000143115	0.000181903	0.000221839	4.39598e-05	0.000140661	0.000267026	0.000176831	0.000217393	0.000104736	0.000151033	0.000240411	0.000267665	0.000198591	0.000108241	0.000132503	0.000189318	0.000162421	0.00017178	0.000243058	0.000182108	0.000108212	0.000217109	0.00010707	0.000163331	0.000180088	0.000154376	0.000206184	0.000148162	0.000223022	0.000194315	0.000176577	0.000197332	0.000140356	0.000172247	0.000247507	0.000192336	0.000183482	0.000269926	9.53377e-05	0.000163041	0.000152218	0.000151448	0.000295391	0.000129389	8.43009e-05	0.000280419	0.000294062	0.000165509	0.00022802
PWY-2942: L-lysine biosynthesis III	0.000297664	0.000288875	0.00033816	0.000300494	0.000285348	0.000332702	0.000266748	0.000298033	0.000135116	0.000185604	0.000222496	0.000175506	0.000238634	0.000207012	0.000270691	8.90448e-05	0.00032618	0.000361987	0.000106507	0.000149427	0.0002245	0.000300336	0.000157672	0.000189513	0.000163183	0.000286116	0.000236487	0.000372336	0.000180007	0.000364534	0.000409283	0.000475989	0.000354046	0.000341543	0.000230328	0.000267784	0.00012502	0.000197198	0.000185559	0.000273066	0.000113269	0.000293357	0.000275909	0.000264375	0.000179298	0.000287504	0.000267908	0.000270456	0.000248869	0.000167839	0.000224139	0.000172417	0.000167752	0.000203605	0.000183548	0.000199178	0.000169749	0.00021191	0.000296701	0.000300801	0.00021424	0.000203607	0.000270758	0.000222373	0.000197211	0.000190291	0.00039316	0.000255399	0.000177216	0.000209709	0.000191953	0.000342304	0.000254661	0.000273859	0.00029117	9.24828e-05	0.000206839	0.000281339	0.000184978	0.000297838	0.000198927	0.000361856	0.000312612	0.000352004	0.000289575	0.000201682
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.000292606	0.000292859	0.00034945	0.000277026	0.000194579	0.000279171	0.00020506	0.000221567	0.000126321	0.000221583	0.000253055	0.00020343	0.000258567	0.000193145	0.000236145	7.81265e-05	0.000268796	0.000344362	8.37606e-05	0.000169409	0.000243412	0.000313431	0.00024314	0.000291445	0.000194745	0.000240313	0.000288338	0.000353207	0.000226165	0.000310871	0.000319784	0.000374598	0.000320502	0.000336859	0.000236303	0.000267241	0.000141296	0.000189912	0.000229655	0.000229937	0.000107463	0.000246379	0.000298629	0.000283265	0.000235001	0.000252176	0.000279357	0.000297335	0.000241405	0.000196824	0.000261238	0.000153994	0.000170538	0.000231246	0.000235472	0.000244877	0.000172467	0.000172666	0.000232356	0.000180537	0.000228724	0.000263887	0.00023605	0.000228324	0.000229229	0.000220121	0.000327587	0.000238619	0.000252169	0.000202804	0.000175067	0.000329457	0.000283737	0.000301513	0.000261132	0.000108624	0.000339085	0.000295104	0.000244902	0.000320121	0.000203867	0.000309281	0.000234702	0.000221352	0.000279024	0.000223086
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.000292031	0.000270749	0.000339471	0.000267764	0.000236064	0.000272528	0.000220513	0.000225005	0.000125243	0.00025679	0.000206303	0.00024175	0.000248443	0.000177361	0.000188677	0.000110749	0.000319835	0.000300851	9.18152e-05	0.000139831	0.000210021	0.000313548	0.000153747	0.000233123	0.000192925	0.000162942	0.000236786	0.000255864	0.000205028	0.00031768	0.000355127	0.000256214	0.000316334	0.00034062	0.000225088	0.000267138	0.000145515	0.000157692	0.000209979	0.000183003	0.000154797	0.00022296	0.000294663	0.000249001	0.00023281	0.000206549	0.000244555	0.000303482	0.00022785	0.000169926	0.00023779	0.000130948	0.000113811	0.000217824	0.000225787	0.000231254	0.000155631	0.000186504	0.000241316	0.000252949	0.000220347	0.000193436	0.000246234	0.000209424	0.000205117	0.000238181	0.000284794	0.000194278	0.000202816	0.000214495	0.000162173	0.000193082	0.000280318	0.000232562	0.000238194	9.96452e-05	0.000229031	0.000250123	0.000186922	0.000266729	0.000170647	0.000326326	0.000214767	0.000210335	0.000230032	0.000213759
ARO-PWY: chorismate biosynthesis I	0.000286998	0.000252069	0.000417226	0.000287675	0.000364977	0.000240144	0.000312596	0.000291473	0.000164204	0.000185495	0.000235716	0.000187404	0.000269258	0.000239266	0.000226735	0.00013415	0.000386501	0.000346491	0.000123062	0.000238279	0.00023151	0.000290568	0.0001607	0.000239417	0.000201005	0.000259562	0.00018131	0.000320446	0.000212104	0.000276437	0.000407757	0.000400746	0.000319158	0.000346594	0.000257742	0.000229397	0.000261052	0.000220982	0.000211581	0.000270931	0.000163948	0.000213323	0.000294757	0.00031664	0.000212566	0.000422668	0.000252951	0.000310683	0.000192994	0.000212326	0.000308814	0.000160975	0.000179685	0.000263957	0.000212314	0.00021426	0.000157793	0.000235377	0.000278504	0.000349928	0.000262798	0.000213313	0.000328739	0.000228527	0.000245347	0.000233708	0.000419746	0.000236761	0.000197493	0.000254108	0.000212601	0.000299396	0.000287349	0.000287852	0.000272659	0.000108746	0.000328002	0.000331639	0.00020924	0.00027513	0.000194607	0.000407754	0.00018171	0.000227781	0.000273841	0.000205325
PWY-7199: pyrimidine deoxyribonucleosides salvage	0.000286968	0.000249014	0.000256301	0.000275522	0.000187816	0.000305058	0.000183078	0.00025975	6.87099e-05	0.000111487	0.00017169	0.000125537	0.000277352	0.000167443	0.000154037	5.01918e-05	0.000345894	0.000260464	7.47844e-05	0.000113151	0.000192703	0.000296852	0.000133236	0.000109496	0.000119766	0.000152976	0.000224303	0.000309073	0.000266077	0.00031171	0.000350883	0.00014094	0.000305006	0.000278279	0.000185716	0.000290378	0.000114234	0.00012182	0.000165783	0.000159727	0.00011457	0.00016655	0.000242658	0.000199505	0.000120312	0.000177668	0.00015072	0.000245336	0.000242772	0.000162072	0.000204178	0.000111446	0.00013147	0.000180647	0.000139735	0.000119176	0.000127658	0.000190939	0.000223209	0.000210797	0.000186162	0.000164137	0.000176707	0.000200765	0.000144381	0.000157375	0.000275617	0.000224534	0.00015186	0.000191815	0.000163834	0.000196056	0.000249854	0.000162967	0.000236244	6.99085e-05	0.000218556	0.0002932	0.000145995	0.000280748	0.000152647	0.000208605	0.000281835	0.000303327	0.000252188	0.000162638
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.000285069	0.00022049	0.000306434	0.000283363	0.000177485	0.000317017	0.000301201	0.000216052	0.000133228	0.000200819	0.000269593	0.000213503	0.00024871	0.000221148	0.000253213	0.000100518	0.000273624	0.000277641	7.51051e-05	0.000151644	0.000205312	0.00034491	0.000196118	0.000164822	0.000204769	0.000279244	0.000264393	0.000330779	0.000203167	0.000253074	0.000359067	0.000320702	0.000278281	0.000325675	0.000197241	0.000282828	0.000129193	0.000164788	0.00018031	0.000206827	0.00017205	0.000218819	0.000280177	0.000247595	0.000143552	0.000216708	0.000262845	0.000234367	0.000207722	0.000182815	0.000250502	0.000127934	0.000114594	0.000200771	0.000151182	0.000229724	0.000209474	0.000208462	0.000186896	0.000160551	0.00019568	0.000180925	0.000255796	0.000190252	0.000151521	0.000205983	0.000299653	0.000206758	0.000231817	0.000231472	0.000194681	0.000270647	0.000269753	0.00020774	0.000234256	0.000101227	0.000197772	0.000200519	0.000219168	0.000263652	0.000183832	0.000215713	0.000243511	0.000256417	0.000200921	0.000221686
PWY-7663: gondoate biosynthesis (anaerobic)	0.00028415	0.00030652	0.000145707	0.00030016	0.00013589	0.000297857	5.894e-05	0.000174079	1.78959e-05	0.0003531	0.000377782	0.000351573	0.000212748	0.000109841	0.000200605	3.66852e-05	7.44609e-05	0.00026717	4.9341e-05	7.34746e-05	0.000219666	0.000155557	0.000227512	0.000153169	0.000156806	0.000205641	0.000229125	0.000404312	0.000211199	0.000300847	0.000154858	0.00039005	0.000289	0.00033469	0.000120076	0.000280248	4.83524e-05	0.000133513	0.000187139	0.000202894	4.03171e-05	0.000124488	0.000250719	0.000159293	0.000373528	8.84125e-05	0.000309643	0.000229489	0.000254937	0.000188778	9.48485e-05	0.000126776	0.000173909	0.000145635	0.000244174	0.000332288	0.000179878	9.71722e-05	0.000191959	9.31806e-05	0.000146783	0.000165258	0.00014685	0.000194389	0.000172757	0.00024118	0.000175098	0.000159149	0.000328028	0.000127301	0.000157986	0.000228289	0.000176248	0.000168437	0.000257464	9.01516e-05	0.000141575	0.000134589	0.000195691	0.000289601	0.000119395	7.03289e-05	0.000261703	0.000276722	0.000151573	0.000274674
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.000279769	0.000250719	0.000380423	0.000282943	0.000349622	0.000238895	0.000309829	0.000270668	0.000156836	0.000198816	0.000238513	0.000188562	0.000261457	0.000227365	0.000219261	0.000127276	0.00036603	0.000340385	0.00011828	0.000232581	0.000226377	0.000279956	0.000159786	0.000242962	0.000197535	0.000251845	0.000187078	0.000319724	0.000207834	0.000274402	0.000410968	0.000396205	0.000313402	0.000341884	0.000249305	0.00023276	0.000257599	0.000204106	0.000203134	0.000266863	0.000158129	0.000204892	0.000279539	0.000295211	0.000194759	0.000417489	0.00026117	0.00029888	0.000190415	0.00020434	0.000304804	0.000155049	0.000167325	0.000256527	0.000208009	0.00020002	0.000148856	0.000217607	0.000280202	0.000313121	0.000258874	0.000211347	0.000274324	0.000215035	0.000239057	0.000230318	0.000357698	0.000230387	0.000188245	0.000242795	0.000208955	0.000261516	0.000277179	0.000265145	0.00026714	0.000106365	0.000320368	0.000286578	0.000210926	0.000272774	0.000188102	0.000392411	0.000186045	0.00022667	0.000253287	0.000206495
PWY-6123: inosine-5'-phosphate biosynthesis I	0.000277093	0.000219332	0.000283373	0.000302184	0.000304293	0.000289322	0.00016573	0.000187867	0.00011797	0.00016459	0.000125845	0.000165278	0.000252876	0.000151377	0.000195126	0.000109273	0.000273191	0.000242017	7.00473e-05	0.000122165	0.000227328	0.00025224	9.32095e-05	0.000176759	0.000112591	0.000195964	0.000245523	0.000370892	0.00017973	0.000261877	0.000246246	0.00042294	0.000317507	0.000336324	0.000188956	0.000237679	9.65782e-05	0.000184379	0.000149404	0.00026615	0.000171508	0.000216333	0.000271707	0.000233106	0.000121515	0.000180786	0.000132916	0.000252194	0.000226776	0.00020444	0.000223813	0.000155564	0.000130248	0.000171256	0.00011036	0.000117688	0.000134251	0.000137718	0.000158805	0.000255366	0.00016955	0.000201693	0.000236017	0.000201168	0.000152764	0.000194764	0.000316307	0.000185232	0.000137704	0.000156632	0.000195086	0.00026019	0.00024441	0.000222579	0.000285964	9.88834e-05	0.000222164	0.000248112	0.000115255	0.000249379	0.000186729	0.000248272	0.000252228	0.000311288	0.000196319	0.000147774
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.000276991	0.000232624	0.000371011	0.000286293	0.000320312	0.000281222	0.000282229	0.000297377	0.000172735	0.00020573	0.000197829	0.000207777	0.000221365	0.000258012	0.000212565	0.00013696	0.000377947	0.000342707	0.000123883	0.000220794	0.000223611	0.000293478	0.00014408	0.000284867	0.000165979	0.000251644	0.000265632	0.000360412	0.000192766	0.000295326	0.000389553	0.000412348	0.000359892	0.000394219	0.000244066	0.000249555	0.000253843	0.000184731	0.000178357	0.000259873	0.000242785	0.000273647	0.00027834	0.000292927	0.000160436	0.000496825	0.000214678	0.000284129	0.000250158	0.000213952	0.000285811	0.000152555	0.000239346	0.000249857	0.000208569	0.000160835	0.00013499	0.000250413	0.000325491	0.000308454	0.000252451	0.000207558	0.000310308	0.00021232	0.000239367	0.00022085	0.000397426	0.000224725	0.000177528	0.000226729	0.000207869	0.00030167	0.000270099	0.000275959	0.000279506	0.000118462	0.000292946	0.000310362	0.000203604	0.000273058	0.000192537	0.000407152	0.000264339	0.000289077	0.000259026	0.000174883
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.000274198	0.000213751	0.000344489	0.000253481	0.000236847	0.000211615	0.000259583	0.000232782	0.000134568	0.000152018	0.000143618	0.00015602	0.000211493	0.000189741	0.00019492	8.96366e-05	0.000337529	0.000312984	0.000100252	0.000158524	0.000199208	0.000266123	0.000118175	0.000216831	0.000157847	0.000198342	0.000223562	0.00025755	0.000172095	0.00025508	0.000340392	0.000266965	0.000291591	0.000330834	0.000231114	0.000196209	0.000147937	0.000180987	0.000179716	0.000217399	0.000115997	0.000286961	0.000259115	0.000255075	0.000128208	0.000260415	0.000211817	0.000264024	0.000195284	0.00016644	0.000234145	0.000130685	0.000141995	0.000213049	0.000181882	0.000137568	0.000137743	0.000186263	0.000258744	0.000266889	0.000221569	0.000185983	0.000245332	0.000199553	0.000194245	0.000191292	0.000355746	0.000215107	0.000144408	0.000205111	0.000179117	0.000269799	0.000250288	0.000253068	0.000252869	8.83605e-05	0.000231212	0.000278824	0.000159722	0.000234158	0.000192475	0.000362696	0.00022321	0.000222487	0.000232996	0.000164397
HISTSYN-PWY: L-histidine biosynthesis	0.000273311	0.000253111	0.000292585	0.00025447	0.000296952	0.000280706	0.00017883	0.000287385	9.49487e-05	0.000116244	0.000148701	0.000118455	0.000227147	0.000223544	0.000156151	0.000102622	0.0002834	0.000335288	0.000128514	0.000200149	0.000250121	0.000217862	0.000111983	0.000284475	0.00014116	0.000226183	0.000294342	0.000270298	0.000195951	0.000295151	0.00032721	0.000159742	0.000259858	0.000294725	0.00021272	0.000255202	0.000181272	0.000203984	0.000184362	0.000261037	8.86306e-05	0.000157193	0.000317424	0.000259671	0.000109976	0.000374591	0.000120253	0.000335953	0.000244657	0.000188103	0.000186002	0.000135354	0.000189688	0.000216273	0.000143122	0.000101787	0.000143549	0.000206172	0.0002808	0.000261511	0.000223144	0.000262368	0.000272149	0.000225751	0.000205264	0.000213375	0.000393194	0.000261562	0.000112799	0.000168562	0.000196815	0.000280784	0.000226586	0.00023049	0.000309756	0.000101497	0.000227151	0.00027038	0.0001551	0.000265993	0.00012722	0.000247901	0.00029423	0.000282593	0.000253993	0.000143805
